epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,7518.93,0.70682,0.5277,0.89009,0.41856,0.32261,0.36125,0.049,0.70744,0.453,0.87772,0.0002921,0.0002921,0.0002921
44,7694.01,0.70065,0.52262,0.88759,0.42147,0.32373,0.36266,0.04928,0.70292,0.45029,0.87626,0.00028715,0.00028715,0.00028715
45,7869.16,0.69506,0.5194,0.88564,0.4253,0.32424,0.36405,0.04966,0.69814,0.44757,0.87495,0.0002822,0.0002822,0.0002822
46,8056.86,0.69313,0.51787,0.88553,0.42518,0.32764,0.36683,0.04999,0.69413,0.44537,0.87373,0.00027725,0.00027725,0.00027725
47,8242.24,0.68791,0.51212,0.88425,0.43094,0.32777,0.36843,0.05026,0.69006,0.44365,0.8726,0.0002723,0.0002723,0.0002723
48,8431,0.68264,0.50817,0.88172,0.42887,0.33093,0.36958,0.05049,0.68622,0.44057,0.87143,0.00026735,0.00026735,0.00026735
49,8615.99,0.67991,0.5049,0.88107,0.42926,0.33263,0.37132,0.05088,0.68282,0.43847,0.87041,0.0002624,0.0002624,0.0002624
50,8797.74,0.67376,0.50104,0.88003,0.42521,0.33646,0.37265,0.05122,0.67946,0.43591,0.86946,0.00025745,0.00025745,0.00025745
51,8985.67,0.66932,0.49799,0.87786,0.42604,0.33775,0.37365,0.05147,0.67609,0.43405,0.86858,0.0002525,0.0002525,0.0002525
52,9172.14,0.66624,0.49441,0.87688,0.42273,0.34189,0.37498,0.05182,0.67332,0.43209,0.8678,0.00024755,0.00024755,0.00024755
53,9365.09,0.66098,0.49225,0.87507,0.42249,0.34276,0.37572,0.05193,0.67039,0.43033,0.86692,0.0002426,0.0002426,0.0002426
54,9553.93,0.65763,0.48841,0.87426,0.42441,0.34487,0.37724,0.05217,0.66791,0.42871,0.86618,0.00023765,0.00023765,0.00023765
55,9743.95,0.65323,0.48583,0.87294,0.42637,0.3441,0.37779,0.0524,0.66565,0.42696,0.8655,0.0002327,0.0002327,0.0002327
56,9930.18,0.64992,0.48185,0.87216,0.42691,0.34563,0.37835,0.05243,0.66306,0.42553,0.86464,0.00022775,0.00022775,0.00022775
57,10119.9,0.64708,0.48006,0.87108,0.4289,0.34646,0.37934,0.05273,0.66064,0.42381,0.86386,0.0002228,0.0002228,0.0002228
58,10303.7,0.6439,0.47812,0.8695,0.4315,0.34609,0.38021,0.05295,0.65816,0.42247,0.86312,0.00021785,0.00021785,0.00021785
59,10488.3,0.64086,0.47448,0.86873,0.43345,0.34732,0.38151,0.05306,0.65602,0.42096,0.86246,0.0002129,0.0002129,0.0002129
60,10668.4,0.63718,0.47271,0.8678,0.43328,0.34839,0.38209,0.05314,0.65384,0.41972,0.86186,0.00020795,0.00020795,0.00020795
61,10850.6,0.6341,0.46946,0.86661,0.43533,0.34948,0.38333,0.0533,0.65184,0.41833,0.86118,0.000203,0.000203,0.000203
62,11034.8,0.63034,0.46648,0.86578,0.43575,0.35065,0.38427,0.05334,0.64971,0.41738,0.86061,0.00019805,0.00019805,0.00019805
63,11226.3,0.62739,0.46435,0.86496,0.43456,0.35205,0.38448,0.05351,0.64782,0.41633,0.86005,0.0001931,0.0001931,0.0001931
64,11422.8,0.62604,0.46272,0.86425,0.43533,0.35292,0.38519,0.05359,0.64602,0.41536,0.85954,0.00018815,0.00018815,0.00018815
65,11611.8,0.62027,0.46006,0.86282,0.43618,0.35299,0.38519,0.05361,0.64393,0.41424,0.85902,0.0001832,0.0001832,0.0001832
66,11807.4,0.61964,0.45892,0.86274,0.43706,0.35361,0.3862,0.05381,0.64256,0.41326,0.85849,0.00017825,0.00017825,0.00017825
67,11991.2,0.61726,0.4559,0.8623,0.43639,0.35488,0.38658,0.05377,0.6408,0.41233,0.85806,0.0001733,0.0001733,0.0001733
68,12174,0.61208,0.45278,0.86097,0.43589,0.35613,0.38722,0.05391,0.63963,0.41146,0.85768,0.00016835,0.00016835,0.00016835
69,12359.7,0.60927,0.45138,0.85975,0.43628,0.35659,0.38791,0.05386,0.63791,0.41068,0.85727,0.0001634,0.0001634,0.0001634
70,12546.2,0.60679,0.44941,0.85939,0.43702,0.35719,0.38821,0.05389,0.63658,0.40987,0.85684,0.00015845,0.00015845,0.00015845
71,12736.3,0.60523,0.448,0.85909,0.43752,0.35728,0.38878,0.05395,0.63507,0.40918,0.85645,0.0001535,0.0001535,0.0001535
72,12923.9,0.60176,0.44737,0.85784,0.43993,0.35683,0.38896,0.05399,0.6341,0.40842,0.85605,0.00014855,0.00014855,0.00014855
73,13113.4,0.60069,0.44546,0.85714,0.43864,0.35801,0.38952,0.05403,0.63271,0.40742,0.85568,0.0001436,0.0001436,0.0001436
74,13305.9,0.59706,0.4426,0.85673,0.43927,0.35884,0.38999,0.05406,0.63163,0.40672,0.8553,0.00013865,0.00013865,0.00013865
75,13500.3,0.59429,0.44078,0.85564,0.43979,0.35832,0.39029,0.05407,0.63052,0.40608,0.85492,0.0001337,0.0001337,0.0001337
76,13701.4,0.59331,0.43992,0.85519,0.44018,0.3593,0.39074,0.05418,0.62947,0.4053,0.8545,0.00012875,0.00012875,0.00012875
77,13910.8,0.59081,0.43767,0.85504,0.44156,0.35986,0.39168,0.05415,0.62803,0.40474,0.85413,0.0001238,0.0001238,0.0001238
78,14107.8,0.58804,0.43661,0.85419,0.44284,0.3592,0.39206,0.05421,0.62694,0.40398,0.85379,0.00011885,0.00011885,0.00011885
79,14299.8,0.58549,0.435,0.85332,0.44318,0.35948,0.39244,0.05439,0.62576,0.40338,0.85343,0.0001139,0.0001139,0.0001139
80,14489.6,0.58499,0.43373,0.85289,0.44471,0.35878,0.39274,0.05439,0.62504,0.4029,0.85314,0.00010895,0.00010895,0.00010895
81,14677.8,0.58012,0.43249,0.85225,0.44667,0.35907,0.3933,0.05449,0.62388,0.40236,0.8528,0.000104,0.000104,0.000104
82,14867.5,0.58015,0.43102,0.8523,0.4466,0.35937,0.39358,0.05462,0.62299,0.40185,0.85253,9.905e-05,9.905e-05,9.905e-05
83,15073.3,0.57837,0.43059,0.85185,0.4471,0.35996,0.39403,0.05459,0.62187,0.4011,0.85217,9.41e-05,9.41e-05,9.41e-05
84,15260.2,0.57674,0.42855,0.85131,0.44882,0.35917,0.3945,0.05454,0.62102,0.40056,0.8519,8.915e-05,8.915e-05,8.915e-05
85,15444.8,0.57406,0.42803,0.85072,0.44843,0.35966,0.39471,0.05474,0.62017,0.40018,0.85157,8.42e-05,8.42e-05,8.42e-05
86,15628,0.5734,0.42689,0.85011,0.44739,0.36142,0.39538,0.05475,0.61929,0.39964,0.8513,7.925e-05,7.925e-05,7.925e-05
87,15814.8,0.57119,0.42586,0.84988,0.44802,0.36134,0.39547,0.05487,0.61841,0.39913,0.85102,7.43e-05,7.43e-05,7.43e-05
88,16001.9,0.56961,0.42514,0.84923,0.44919,0.36051,0.39552,0.05482,0.61746,0.39836,0.85074,6.935e-05,6.935e-05,6.935e-05
89,16193.5,0.56653,0.42331,0.84867,0.45138,0.36073,0.39621,0.05481,0.61632,0.39779,0.85044,6.44e-05,6.44e-05,6.44e-05
90,16392.5,0.56494,0.42288,0.84854,0.44984,0.36154,0.39602,0.05489,0.61578,0.39736,0.85011,5.945e-05,5.945e-05,5.945e-05
91,16593.3,0.56472,0.42222,0.84825,0.45013,0.36257,0.39683,0.055,0.6147,0.39704,0.84985,5.45e-05,5.45e-05,5.45e-05
92,16780.9,0.56135,0.42068,0.84733,0.45219,0.36178,0.39758,0.05511,0.61387,0.39677,0.8496,4.955e-05,4.955e-05,4.955e-05
93,16967.9,0.56119,0.42017,0.8479,0.45334,0.36154,0.3976,0.05501,0.61318,0.39622,0.84928,4.46e-05,4.46e-05,4.46e-05
94,17150.4,0.55907,0.41936,0.84693,0.45126,0.36269,0.39779,0.05502,0.61217,0.39597,0.84904,3.965e-05,3.965e-05,3.965e-05
95,17336,0.55796,0.41907,0.84683,0.45223,0.36262,0.39797,0.05506,0.61156,0.3957,0.84878,3.47e-05,3.47e-05,3.47e-05
96,17521.8,0.55666,0.41842,0.84667,0.45257,0.3627,0.39802,0.05512,0.61076,0.39548,0.8486,2.975e-05,2.975e-05,2.975e-05
97,17709.9,0.55408,0.41698,0.84603,0.45079,0.3648,0.39852,0.05514,0.60988,0.39515,0.84832,2.48e-05,2.48e-05,2.48e-05
98,17894.8,0.55205,0.41663,0.84548,0.45033,0.36579,0.3986,0.05519,0.60917,0.39486,0.84815,1.985e-05,1.985e-05,1.985e-05
99,18082.5,0.5518,0.41653,0.84534,0.45156,0.36573,0.39885,0.05518,0.60854,0.39443,0.8479,1.49e-05,1.49e-05,1.49e-05
100,18272.8,0.55108,0.41601,0.8455,0.45154,0.36547,0.39891,0.05519,0.60772,0.39424,0.84769,9.95e-06,9.95e-06,9.95e-06
