epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,914.542,1.93656,2.0845,1.27846,0.01975,0.00601,0.01199,0.00158,1.91627,1.67302,1.27948,0.0001931,0.0001931,0.0001931
64,929.533,1.91512,2.09904,1.27019,0.02029,0.00664,0.01271,0.00165,1.90255,1.6671,1.2742,0.00018815,0.00018815,0.00018815
65,945.653,1.91451,2.09512,1.26327,0.01981,0.00663,0.01228,0.00168,1.90423,1.66167,1.27404,0.0001832,0.0001832,0.0001832
66,960.901,1.89208,2.06937,1.26346,0.02086,0.00652,0.01282,0.00184,1.87177,1.65606,1.26553,0.00017825,0.00017825,0.00017825
67,977.021,1.87903,2.07072,1.25762,0.02072,0.00665,0.01233,0.00165,1.85794,1.65441,1.2613,0.0001733,0.0001733,0.0001733
68,992.832,1.88046,2.07973,1.25496,0.02062,0.00677,0.01216,0.0017,1.84738,1.64645,1.25843,0.00016835,0.00016835,0.00016835
69,1008.5,1.87241,2.07411,1.24971,0.02152,0.00688,0.01285,0.00178,1.8469,1.64434,1.25325,0.0001634,0.0001634,0.0001634
70,1023.93,1.84685,2.04871,1.24414,0.01954,0.00619,0.0118,0.00161,1.84389,1.64532,1.25604,0.00015845,0.00015845,0.00015845
71,1039.39,1.84668,2.04627,1.24161,0.01881,0.00658,0.01198,0.00157,1.82047,1.63528,1.24575,0.0001535,0.0001535,0.0001535
72,1054.93,1.84652,2.05785,1.24635,0.01791,0.00628,0.01104,0.00154,1.80044,1.63275,1.24027,0.00014855,0.00014855,0.00014855
73,1070.77,1.83045,2.05749,1.23846,0.02041,0.00678,0.01258,0.0017,1.79957,1.63251,1.2423,0.0001436,0.0001436,0.0001436
74,1086.34,1.82315,2.04638,1.23711,0.0189,0.00628,0.0117,0.00166,1.81169,1.62758,1.23869,0.00013865,0.00013865,0.00013865
75,1102.3,1.81325,2.03672,1.23172,0.02239,0.00659,0.01335,0.00177,1.77578,1.62519,1.23178,0.0001337,0.0001337,0.0001337
76,1118.14,1.79071,2.02099,1.22678,0.01961,0.00703,0.01199,0.00167,1.77032,1.62007,1.22905,0.00012875,0.00012875,0.00012875
77,1132.99,1.81177,2.03873,1.22933,0.01989,0.00713,0.01274,0.00172,1.75588,1.61628,1.22768,0.0001238,0.0001238,0.0001238
78,1147.76,1.78395,2.03196,1.22116,0.01954,0.00665,0.0122,0.00158,1.74832,1.61182,1.22316,0.00011885,0.00011885,0.00011885
79,1162.47,1.77991,2.01703,1.22008,0.02064,0.00735,0.01306,0.00174,1.75718,1.61232,1.22361,0.0001139,0.0001139,0.0001139
80,1177.05,1.77692,2.02044,1.2168,0.02113,0.0069,0.01309,0.00176,1.73785,1.61093,1.21924,0.00010895,0.00010895,0.00010895
81,1191.75,1.75133,2.01616,1.20819,0.01894,0.00726,0.01219,0.00165,1.72264,1.60979,1.21456,0.000104,0.000104,0.000104
82,1207.53,1.77903,2.0175,1.21676,0.01999,0.00729,0.01326,0.00172,1.71773,1.60357,1.21125,9.905e-05,9.905e-05,9.905e-05
83,1222.36,1.74751,1.99709,1.20924,0.01924,0.00732,0.01267,0.00166,1.72554,1.60494,1.21484,9.41e-05,9.41e-05,9.41e-05
84,1237.95,1.76193,2.00594,1.2133,0.02026,0.00765,0.01293,0.00175,1.71097,1.60046,1.20862,8.915e-05,8.915e-05,8.915e-05
85,1252.92,1.76677,2.01415,1.21322,0.06171,0.00765,0.03378,0.00383,1.71815,1.59895,1.20903,8.42e-05,8.42e-05,8.42e-05
86,1265.9,1.75171,2.00681,1.20868,0.02025,0.00759,0.01345,0.00179,1.70024,1.5974,1.20769,7.925e-05,7.925e-05,7.925e-05
87,1281.42,1.74867,2.00692,1.20973,0.06171,0.00774,0.03399,0.00392,1.69864,1.59505,1.20672,7.43e-05,7.43e-05,7.43e-05
88,1296.98,1.72117,1.99116,1.1977,0.06237,0.00759,0.0343,0.00391,1.69838,1.59292,1.20493,6.935e-05,6.935e-05,6.935e-05
89,1312.74,1.71758,1.98926,1.20009,0.06197,0.00768,0.03434,0.00601,1.68021,1.59027,1.20097,6.44e-05,6.44e-05,6.44e-05
90,1328.24,1.72386,1.99939,1.19999,0.04059,0.00768,0.02353,0.00387,1.67374,1.5882,1.19875,5.945e-05,5.945e-05,5.945e-05
91,1347.87,1.7332,2.00296,1.20052,0.0469,0.00818,0.02684,0.00318,1.67727,1.5855,1.19732,5.45e-05,5.45e-05,5.45e-05
92,1363.83,1.7247,1.98928,1.19924,0.05178,0.00863,0.02937,0.00397,1.66653,1.58397,1.19541,4.955e-05,4.955e-05,4.955e-05
93,1379.44,1.71422,1.9951,1.19932,0.04683,0.0077,0.02657,0.00454,1.6652,1.58757,1.19645,4.46e-05,4.46e-05,4.46e-05
94,1395.3,1.7139,1.98616,1.197,0.05217,0.00856,0.02957,0.00455,1.65715,1.58122,1.19277,3.965e-05,3.965e-05,3.965e-05
95,1411.67,1.70382,1.98518,1.19116,0.05129,0.00799,0.02938,0.00393,1.65219,1.58299,1.19244,3.47e-05,3.47e-05,3.47e-05
96,1427.95,1.70026,1.99481,1.19239,0.05127,0.00809,0.02963,0.00398,1.65016,1.58155,1.19077,2.975e-05,2.975e-05,2.975e-05
97,1444.31,1.71319,1.9923,1.19422,0.05184,0.00831,0.02972,0.00395,1.64862,1.5794,1.19046,2.48e-05,2.48e-05,2.48e-05
98,1458.9,1.70344,1.99624,1.19396,0.05131,0.00799,0.02908,0.00388,1.64266,1.58006,1.19057,1.985e-05,1.985e-05,1.985e-05
99,1474.02,1.71194,1.98623,1.19635,0.05126,0.00825,0.02918,0.00389,1.64185,1.58057,1.19014,1.49e-05,1.49e-05,1.49e-05
100,1489.34,1.69962,1.98482,1.19168,0.05135,0.00834,0.02921,0.00387,1.64003,1.57967,1.18898,9.95e-06,9.95e-06,9.95e-06
