epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,185.519,2.5472,1.68232,2.10399,0,0,0,0,2.69945,0.99324,1.76683,0.0933591,1.33085e-05,1.33085e-05
2,368.31,2.53415,1.60838,1.98658,0,0,0,0,2.70136,0.98069,1.74632,0.0867055,2.63754e-05,2.63754e-05
3,552.289,2.51898,1.54496,1.92359,0.00031,0.00029,0.00015,5e-05,2.66199,2.97948,2.35547,0.0800516,3.91757e-05,3.91757e-05
4,733.318,2.51194,1.50022,1.86168,2e-05,7e-05,1e-05,0,2.63743,1.38177,1.98952,0.0733975,5.17094e-05,5.17094e-05
5,913.895,2.49879,1.46048,1.82066,0.00091,1e-05,0.00045,5e-05,2.60395,1.01039,1.78893,0.0667431,6.39764e-05,6.39764e-05
6,1092.25,2.48584,1.41512,1.77576,0,0,0,0,2.59754,1.12923,1.8313,0.0600884,7.59768e-05,7.59768e-05
7,1302.6,2.47885,1.38358,1.73479,0,0,0,0,2.58217,0.97095,1.70694,0.0534335,8.77105e-05,8.77105e-05
8,1484.53,2.46549,1.35034,1.68954,0,0,0,0,2.56691,0.91997,1.62269,0.0467783,9.91776e-05,9.91776e-05
9,1659.04,2.46361,1.33308,1.66363,0,0,0,0,2.60273,0.90071,1.61264,0.0401228,0.000110378,0.000110378
10,1833.65,2.44574,1.31414,1.64754,0,0,0,0,2.55383,0.90001,1.59123,0.0334671,0.000121312,0.000121312
11,2005.94,2.41286,1.29453,1.61468,0,0,0,0,2.50633,0.94379,1.6179,0.0268111,0.000131979,0.000131979
12,2185.49,2.36945,1.26849,1.60663,0,0,0,0,2.45954,0.9409,1.60476,0.0201548,0.00014238,0.00014238
13,2407.89,2.32251,1.24589,1.56209,0,0,0,0,2.39416,0.88584,1.50588,0.0134983,0.000152514,0.000152514
14,2584.83,2.23221,1.20866,1.53014,0.00019,1e-05,8e-05,1e-05,2.29719,0.92535,1.52489,0.00684149,0.000162381,0.000162381
15,2945.22,2.10403,1.15505,1.48007,0.0006,6e-05,0.00032,5e-05,2.12135,0.90196,1.43225,0.000184419,0.000171981,0.000171981
16,3355.69,1.91538,1.044,1.385,0.00118,0.00056,0.00061,8e-05,1.91761,0.87686,1.32272,0.000170003,0.000170003,0.000170003
17,3730.78,1.70937,0.89764,1.27508,0.02017,0.00271,0.01058,0.0013,1.69159,0.7666,1.18909,0.000168003,0.000168003,0.000168003
18,4154.92,1.52313,0.76885,1.16111,0.0133,0.0073,0.00709,0.00104,1.5308,0.7367,1.09962,0.000166003,0.000166003,0.000166003
19,4578.11,1.39258,0.70234,1.08093,0.01933,0.01118,0.0102,0.00125,1.41819,0.66922,1.03421,0.000164004,0.000164004,0.000164004
20,4991.11,1.29426,0.6415,1.02912,0.02189,0.01617,0.01181,0.00163,1.32408,0.63325,0.98962,0.000162004,0.000162004,0.000162004
21,5329.48,1.22126,0.60448,0.99097,0.02635,0.02084,0.01412,0.00178,1.25907,0.5827,0.95842,0.000160004,0.000160004,0.000160004
