epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,9667.75,1.03789,0.54859,0.84109,0.03245,0.03145,0.02113,0.00293,1.07404,0.52127,0.82803,0.000148005,0.000148005,0.000148005
28,10085.9,1.01478,0.53887,0.82987,0.03364,0.03314,0.02277,0.00321,1.05446,0.51026,0.8192,0.000146005,0.000146005,0.000146005
29,10403.1,0.99544,0.53007,0.82053,0.03559,0.03637,0.02425,0.00336,1.03712,0.50484,0.81048,0.000144006,0.000144006,0.000144006
30,10658.7,0.97677,0.52262,0.8112,0.03792,0.03955,0.02575,0.00362,1.02168,0.4997,0.80204,0.000142006,0.000142006,0.000142006
31,11096.2,0.96082,0.51665,0.80316,0.03983,0.04209,0.02716,0.00376,1.00662,0.48888,0.79553,0.000140006,0.000140006,0.000140006
32,11537.2,0.9448,0.50891,0.79632,0.04036,0.04442,0.02776,0.00387,0.99182,0.48089,0.78852,0.000138006,0.000138006,0.000138006
33,11978.3,0.93041,0.50261,0.78937,0.04287,0.04659,0.02943,0.00408,0.97961,0.47426,0.78376,0.000136006,0.000136006,0.000136006
34,12409,0.91883,0.49769,0.78382,0.04408,0.04975,0.03031,0.00421,0.96732,0.46894,0.77771,0.000134007,0.000134007,0.000134007
35,12816.1,0.90586,0.4919,0.77763,0.04631,0.05232,0.03209,0.00435,0.95704,0.46332,0.77356,0.000132007,0.000132007,0.000132007
36,13013.2,0.8951,0.48717,0.77268,0.04738,0.05479,0.03342,0.00456,0.94782,0.45979,0.76887,0.000130007,0.000130007,0.000130007
37,13476.5,0.88442,0.48378,0.76728,0.0484,0.05678,0.03437,0.00473,0.93948,0.45584,0.76493,0.000128007,0.000128007,0.000128007
38,13900.4,0.87352,0.47832,0.76311,0.04992,0.05926,0.03583,0.00486,0.93134,0.45316,0.76144,0.000126007,0.000126007,0.000126007
39,14353.9,0.86502,0.47388,0.75964,0.05215,0.06201,0.03778,0.00506,0.92316,0.44963,0.75836,0.000124008,0.000124008,0.000124008
40,14817.3,0.85836,0.47049,0.75599,0.05436,0.06471,0.03961,0.00527,0.9161,0.44685,0.75526,0.000122008,0.000122008,0.000122008
41,15241.6,0.84849,0.46558,0.75214,0.0563,0.06714,0.0414,0.00552,0.90847,0.44369,0.752,0.000120008,0.000120008,0.000120008
42,15573.3,0.8403,0.46184,0.74776,0.05823,0.06916,0.04311,0.00574,0.90166,0.44052,0.74879,0.000118008,0.000118008,0.000118008
43,16008,0.83528,0.4593,0.74573,0.06092,0.07223,0.04548,0.00603,0.89574,0.43739,0.74626,0.000116008,0.000116008,0.000116008
44,16451.9,0.82753,0.45462,0.74218,0.06233,0.07384,0.0464,0.00618,0.88974,0.43443,0.74361,0.000114009,0.000114009,0.000114009
45,16908.5,0.82107,0.45298,0.73892,0.06599,0.07689,0.04975,0.00659,0.88434,0.43165,0.74139,0.000112009,0.000112009,0.000112009
46,17372.9,0.81499,0.45095,0.73649,0.06802,0.07906,0.05115,0.00674,0.87912,0.42824,0.73929,0.000110009,0.000110009,0.000110009
47,17742.1,0.80809,0.44692,0.73357,0.07092,0.08135,0.05412,0.00714,0.874,0.42592,0.73718,0.000108009,0.000108009,0.000108009
48,18096.4,0.80347,0.44407,0.73114,0.07383,0.08414,0.05656,0.00742,0.86925,0.42308,0.73524,0.000106009,0.000106009,0.000106009
49,18545.1,0.7976,0.44061,0.72876,0.07648,0.08669,0.05884,0.00774,0.86501,0.42083,0.73357,0.00010401,0.00010401,0.00010401
50,19003.4,0.79263,0.43821,0.72713,0.07805,0.08843,0.06043,0.00792,0.8611,0.41927,0.73195,0.00010201,0.00010201,0.00010201
51,19444.1,0.78725,0.43552,0.72465,0.08062,0.0908,0.06203,0.00811,0.85755,0.41726,0.73057,0.00010001,0.00010001,0.00010001
52,19874,0.78218,0.43337,0.72235,0.08282,0.0932,0.0645,0.00847,0.85399,0.41549,0.7292,9.80102e-05,9.80102e-05,9.80102e-05
53,20174.7,0.77872,0.43221,0.72064,0.08499,0.09502,0.06651,0.00871,0.85061,0.41361,0.72779,9.60104e-05,9.60104e-05,9.60104e-05
54,20441.6,0.7734,0.42974,0.71849,0.08596,0.09573,0.06705,0.0088,0.8474,0.41157,0.72651,9.40106e-05,9.40106e-05,9.40106e-05
55,20856.7,0.77013,0.42808,0.7173,0.0874,0.09726,0.06854,0.00896,0.84477,0.41032,0.72536,9.20108e-05,9.20108e-05,9.20108e-05
56,21281.6,0.76427,0.42507,0.71501,0.08928,0.09904,0.07018,0.00916,0.84194,0.40927,0.72429,9.0011e-05,9.0011e-05,9.0011e-05
57,21707.8,0.76201,0.42438,0.71372,0.09087,0.10044,0.07191,0.00939,0.83937,0.40755,0.72318,8.80112e-05,8.80112e-05,8.80112e-05
58,22148.8,0.75825,0.42258,0.71218,0.09245,0.10168,0.07327,0.00958,0.83702,0.40617,0.72222,8.60114e-05,8.60114e-05,8.60114e-05
59,22586.8,0.75439,0.4201,0.71041,0.09406,0.10287,0.07519,0.00984,0.83474,0.40468,0.72127,8.40116e-05,8.40116e-05,8.40116e-05
60,22761,0.7505,0.4195,0.70884,0.09499,0.10416,0.07687,0.01005,0.83227,0.40373,0.72023,8.20118e-05,8.20118e-05,8.20118e-05
61,23177.5,0.74766,0.41724,0.70763,0.09591,0.10552,0.07795,0.01017,0.83017,0.40273,0.71931,8.0012e-05,8.0012e-05,8.0012e-05
62,23627.3,0.7443,0.41586,0.70671,0.09759,0.1068,0.07848,0.01025,0.82814,0.40176,0.71849,7.80122e-05,7.80122e-05,7.80122e-05
63,24056.1,0.74162,0.41427,0.70501,0.09778,0.10743,0.07916,0.01035,0.82612,0.40101,0.71759,7.60124e-05,7.60124e-05,7.60124e-05
64,24481.1,0.73879,0.41292,0.70407,0.09858,0.10876,0.08032,0.01046,0.82443,0.40025,0.71693,7.40126e-05,7.40126e-05,7.40126e-05
65,24924.7,0.73482,0.41149,0.70269,0.10007,0.11014,0.08157,0.01063,0.82249,0.39921,0.71621,7.20128e-05,7.20128e-05,7.20128e-05
66,25180.5,0.73391,0.41127,0.70242,0.10135,0.11125,0.08267,0.01072,0.82078,0.39836,0.71547,7.0013e-05,7.0013e-05,7.0013e-05
67,25561.5,0.7311,0.40919,0.70097,0.10241,0.11248,0.08387,0.01085,0.81908,0.39734,0.71475,6.80132e-05,6.80132e-05,6.80132e-05
68,26027.9,0.72787,0.40758,0.7001,0.10282,0.11373,0.08449,0.01096,0.81742,0.39676,0.714,6.60134e-05,6.60134e-05,6.60134e-05
69,26497.6,0.72549,0.40668,0.69826,0.10307,0.11436,0.08491,0.01098,0.81576,0.39606,0.71329,6.40136e-05,6.40136e-05,6.40136e-05
70,26930.2,0.723,0.40547,0.69792,0.10403,0.1158,0.08587,0.01108,0.81422,0.39534,0.71262,6.20138e-05,6.20138e-05,6.20138e-05
71,27369.6,0.72093,0.40456,0.69672,0.10422,0.11611,0.08628,0.01112,0.81293,0.39444,0.71205,6.0014e-05,6.0014e-05,6.0014e-05
72,27616.1,0.71856,0.40456,0.69623,0.10524,0.117,0.08717,0.01124,0.81134,0.39358,0.71149,5.80142e-05,5.80142e-05,5.80142e-05
73,27961.6,0.7165,0.40276,0.6946,0.10598,0.11823,0.08796,0.01136,0.80991,0.39279,0.71086,5.60144e-05,5.60144e-05,5.60144e-05
74,28387.2,0.71471,0.40163,0.69465,0.10741,0.11943,0.08864,0.01143,0.80877,0.39208,0.71037,5.40146e-05,5.40146e-05,5.40146e-05
75,28834.8,0.71204,0.40108,0.69365,0.10901,0.12109,0.08996,0.01161,0.8076,0.39126,0.70984,5.20148e-05,5.20148e-05,5.20148e-05
76,29253,0.71285,0.40037,0.6938,0.10885,0.12164,0.09033,0.01166,0.80624,0.39078,0.70933,5.0015e-05,5.0015e-05,5.0015e-05
77,29682.1,0.70884,0.39933,0.69231,0.10949,0.12309,0.09118,0.01169,0.8049,0.39031,0.70878,4.80152e-05,4.80152e-05,4.80152e-05
78,30025.9,0.70805,0.39895,0.69174,0.11,0.12384,0.09173,0.01177,0.80334,0.3896,0.70824,4.60154e-05,4.60154e-05,4.60154e-05
79,30265.3,0.70556,0.39745,0.69092,0.11046,0.12458,0.09237,0.01181,0.80228,0.38877,0.70775,4.40156e-05,4.40156e-05,4.40156e-05
80,30677.9,0.70525,0.39692,0.69046,0.11093,0.12501,0.09268,0.01187,0.80117,0.38803,0.70733,4.20158e-05,4.20158e-05,4.20158e-05
81,31105.2,0.70308,0.39643,0.68964,0.11173,0.12585,0.09348,0.01196,0.79997,0.38732,0.70682,4.0016e-05,4.0016e-05,4.0016e-05
82,31538.7,0.70232,0.39603,0.68966,0.1115,0.12657,0.09396,0.012,0.79887,0.38667,0.70635,3.80162e-05,3.80162e-05,3.80162e-05
83,31969.7,0.70096,0.39551,0.68887,0.11242,0.12711,0.09473,0.01209,0.79776,0.38583,0.70594,3.60164e-05,3.60164e-05,3.60164e-05
84,32385.4,0.69951,0.39511,0.68909,0.11332,0.1285,0.09556,0.01218,0.79662,0.38531,0.70544,3.40166e-05,3.40166e-05,3.40166e-05
85,32602.1,0.69786,0.39555,0.68776,0.11461,0.12962,0.09684,0.01233,0.79556,0.38464,0.705,3.20168e-05,3.20168e-05,3.20168e-05
86,32975,0.69741,0.39377,0.68761,0.11546,0.1307,0.09779,0.01244,0.79425,0.38423,0.70448,3.0017e-05,3.0017e-05,3.0017e-05
87,33433.3,0.69711,0.39377,0.68751,0.11862,0.12967,0.0985,0.01253,0.79325,0.38346,0.70409,2.80172e-05,2.80172e-05,2.80172e-05
88,33847,0.69413,0.3928,0.68644,0.12192,0.1282,0.09896,0.01258,0.79203,0.38299,0.70358,2.60174e-05,2.60174e-05,2.60174e-05
89,34270.4,0.69429,0.3927,0.68665,0.1245,0.12732,0.0991,0.01257,0.79113,0.38237,0.70312,2.40176e-05,2.40176e-05,2.40176e-05
90,34717,0.69353,0.3926,0.68622,0.12585,0.12798,0.09952,0.01266,0.79,0.38192,0.70268,2.20178e-05,2.20178e-05,2.20178e-05
91,35010.8,0.69197,0.39256,0.68531,0.1263,0.12879,0.1005,0.01276,0.78896,0.38132,0.70216,2.0018e-05,2.0018e-05,2.0018e-05
92,35283.1,0.69123,0.39174,0.68528,0.12641,0.12926,0.10112,0.0128,0.78778,0.38086,0.70178,1.80182e-05,1.80182e-05,1.80182e-05
93,35770.9,0.68991,0.392,0.68533,0.1317,0.12732,0.10134,0.0128,0.78685,0.38038,0.70141,1.60184e-05,1.60184e-05,1.60184e-05
94,36230.6,0.69005,0.39127,0.68465,0.13182,0.12778,0.1013,0.01281,0.78626,0.37978,0.70112,1.40186e-05,1.40186e-05,1.40186e-05
95,36664.5,0.68911,0.39163,0.68433,0.13641,0.12625,0.10165,0.01283,0.78538,0.37948,0.70081,1.20188e-05,1.20188e-05,1.20188e-05
96,37177.5,0.68752,0.39066,0.68442,0.13684,0.12692,0.10231,0.01294,0.78436,0.379,0.7005,1.0019e-05,1.0019e-05,1.0019e-05
97,37453.6,0.68639,0.39013,0.68357,0.13706,0.12797,0.10342,0.01304,0.78328,0.37863,0.69998,8.0192e-06,8.0192e-06,8.0192e-06
98,37798.7,0.68683,0.39074,0.68367,0.13821,0.12795,0.10376,0.01304,0.7824,0.37831,0.6996,6.0194e-06,6.0194e-06,6.0194e-06
99,38241.7,0.68634,0.3905,0.68348,0.13937,0.128,0.10411,0.01308,0.78158,0.37793,0.69928,4.0196e-06,4.0196e-06,4.0196e-06
100,38682.5,0.68598,0.39027,0.68364,0.14089,0.1276,0.10421,0.0131,0.7806,0.37768,0.69893,2.0198e-06,2.0198e-06,2.0198e-06
