epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,12890.5,0.68268,0.49181,0.89031,0.42679,0.32955,0.36453,0.05018,0.70852,0.44748,0.88425,0.0001931,0.0001931,0.0001931
64,13086.2,0.68029,0.48968,0.88951,0.42788,0.33055,0.36542,0.05027,0.70673,0.44627,0.88367,0.00018815,0.00018815,0.00018815
65,13279.9,0.67622,0.48698,0.88802,0.42673,0.33159,0.36569,0.05037,0.70477,0.44531,0.88314,0.0001832,0.0001832,0.0001832
66,13471.1,0.67425,0.48571,0.88778,0.42632,0.3321,0.36617,0.0504,0.70303,0.44443,0.88255,0.00017825,0.00017825,0.00017825
67,13660.9,0.67097,0.48328,0.88713,0.42888,0.3318,0.36697,0.05067,0.70175,0.44383,0.88209,0.0001733,0.0001733,0.0001733
68,13851.7,0.66671,0.48018,0.88584,0.42961,0.33199,0.3674,0.05074,0.69988,0.44284,0.8816,0.00016835,0.00016835,0.00016835
69,14045.3,0.66294,0.47823,0.88418,0.43051,0.33313,0.36856,0.05079,0.69839,0.44218,0.88118,0.0001634,0.0001634,0.0001634
70,14244.5,0.66071,0.47662,0.88395,0.43031,0.33295,0.3692,0.05083,0.69707,0.44132,0.88071,0.00015845,0.00015845,0.00015845
71,14441.8,0.65799,0.4746,0.88307,0.43039,0.33351,0.36914,0.05095,0.69574,0.44051,0.88026,0.0001535,0.0001535,0.0001535
72,14636.7,0.6538,0.47293,0.88196,0.43045,0.334,0.36999,0.05116,0.69412,0.43961,0.87981,0.00014855,0.00014855,0.00014855
73,14834.8,0.65378,0.47161,0.88117,0.4305,0.33449,0.37061,0.05128,0.69279,0.4388,0.87944,0.0001436,0.0001436,0.0001436
74,15033.2,0.64874,0.46893,0.88053,0.43033,0.3357,0.3716,0.05142,0.69152,0.43797,0.87903,0.00013865,0.00013865,0.00013865
75,15228.6,0.64487,0.46698,0.8794,0.42951,0.33805,0.37194,0.05156,0.69024,0.43743,0.87863,0.0001337,0.0001337,0.0001337
76,15425.3,0.64393,0.46573,0.87893,0.428,0.33958,0.37283,0.05156,0.68912,0.43665,0.87822,0.00012875,0.00012875,0.00012875
77,15621.1,0.64088,0.46362,0.87854,0.43297,0.33651,0.37338,0.05171,0.68783,0.43611,0.87788,0.0001238,0.0001238,0.0001238
78,15818.9,0.63807,0.46291,0.8773,0.43263,0.33804,0.37345,0.05177,0.68647,0.43517,0.87752,0.00011885,0.00011885,0.00011885
79,16017.2,0.63549,0.46023,0.87632,0.43139,0.33931,0.37415,0.05177,0.68541,0.43447,0.87712,0.0001139,0.0001139,0.0001139
80,16210.8,0.63507,0.45964,0.87629,0.43502,0.33868,0.37551,0.05204,0.68436,0.43384,0.8768,0.00010895,0.00010895,0.00010895
81,16399.9,0.63144,0.45836,0.87542,0.43208,0.34101,0.37485,0.05188,0.68319,0.43314,0.87642,0.000104,0.000104,0.000104
82,16589.1,0.62885,0.45593,0.87502,0.43599,0.33913,0.37497,0.05194,0.68202,0.43253,0.87611,9.905e-05,9.905e-05,9.905e-05
83,16776.2,0.62832,0.45529,0.87457,0.43701,0.33927,0.37556,0.05202,0.68085,0.43186,0.87572,9.41e-05,9.41e-05,9.41e-05
84,16965.6,0.6251,0.45476,0.87404,0.43658,0.33977,0.37597,0.05205,0.67984,0.43116,0.87541,8.915e-05,8.915e-05,8.915e-05
85,17157.7,0.62318,0.4533,0.87333,0.43894,0.3399,0.37657,0.05217,0.67871,0.43067,0.87503,8.42e-05,8.42e-05,8.42e-05
86,17349.3,0.62139,0.45228,0.87268,0.43836,0.34026,0.37669,0.05212,0.6778,0.43011,0.87475,7.925e-05,7.925e-05,7.925e-05
87,17542.7,0.61909,0.45057,0.87207,0.43878,0.34031,0.37671,0.05216,0.67683,0.42945,0.8744,7.43e-05,7.43e-05,7.43e-05
88,17738.5,0.61662,0.44954,0.87129,0.43672,0.34182,0.37727,0.05212,0.67603,0.42882,0.87417,6.935e-05,6.935e-05,6.935e-05
89,17930.5,0.61401,0.4484,0.8709,0.4372,0.3416,0.3773,0.05203,0.67521,0.42852,0.87386,6.44e-05,6.44e-05,6.44e-05
90,18121.3,0.61223,0.44767,0.8707,0.43863,0.34088,0.3781,0.05226,0.67451,0.42797,0.87356,5.945e-05,5.945e-05,5.945e-05
91,18314.8,0.61135,0.44749,0.87016,0.43956,0.34137,0.37844,0.05218,0.67363,0.42732,0.87327,5.45e-05,5.45e-05,5.45e-05
92,18507.8,0.60816,0.44577,0.86923,0.43899,0.34263,0.37867,0.05217,0.67264,0.42671,0.87302,4.955e-05,4.955e-05,4.955e-05
93,18698.6,0.60712,0.44494,0.86942,0.44229,0.34159,0.37927,0.05221,0.67167,0.42613,0.87272,4.46e-05,4.46e-05,4.46e-05
94,18891.3,0.60669,0.44474,0.86895,0.44016,0.34183,0.37908,0.0521,0.67111,0.42561,0.87247,3.965e-05,3.965e-05,3.965e-05
95,19077.9,0.60269,0.44414,0.86835,0.44126,0.34177,0.37931,0.05224,0.67035,0.4249,0.87216,3.47e-05,3.47e-05,3.47e-05
96,19266.6,0.60141,0.44225,0.86811,0.44274,0.34172,0.37972,0.05229,0.66968,0.42445,0.87196,2.975e-05,2.975e-05,2.975e-05
97,19456.9,0.59791,0.44082,0.86727,0.44316,0.34227,0.38045,0.05231,0.66884,0.42409,0.87172,2.48e-05,2.48e-05,2.48e-05
98,19648.5,0.59625,0.4409,0.86641,0.44251,0.34277,0.38059,0.05248,0.66835,0.42351,0.87149,1.985e-05,1.985e-05,1.985e-05
99,19845.1,0.59563,0.4403,0.86652,0.44325,0.34372,0.38119,0.05257,0.66775,0.4232,0.87133,1.49e-05,1.49e-05,1.49e-05
100,20036.2,0.59497,0.44059,0.86637,0.44349,0.34423,0.38143,0.05252,0.66739,0.42268,0.87113,9.95e-06,9.95e-06,9.95e-06
